id_an,nom,prenom,sexe,num_dep,num_circo,groupe,email1,email2,email3,adresse_tel,sites_web,twitter,url_an,url_nosdeputes
267324,Gaultier,Jean-Jacques,H,88,4,LR,jjgaultier88@gmail.com,jean-jacques.gaultier@assemblee-nationale.fr,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP|Permanence parlementaire 116 Rue Charles Garnier 88800 Vittel Téléphone : 03 29 05 83 84",https://fr-fr.facebook.com/Jean-Jacques-Gaultier-1088303261286818/|https://twitter.com/JJ_Gaultier,JJ_Gaultier,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267324,https://www.nosdeputes.fr/jean-jacques-gaultier
719770,Bachelier,Florian,H,35,8,LREM,florian.bachelier@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP Téléphone : 01 40 63 63 02",https://fr-fr.facebook.com/florianbachelierLREM/|https://twitter.com/F_BACHELIER|http://www.florianbachelier.fr,F_BACHELIER,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719770,https://www.nosdeputes.fr/florian-bachelier
267233,Bouillon,Christophe,H,76,5,SOC,christophe.bouillon@assemblee-nationale.fr,contact@christophebouillon.fr,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP Téléphone : 01.40.63.06.14|Permanence parlementaire 51 Rue Louis Leseigneur 76360 Barentin Téléphone : 02 35 23 57 89",https://facebook.com/cbouillon1|http://www.christophebouillon.fr|https://twitter.com/Chris_Bouillon,Chris_Bouillon,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267233,https://www.nosdeputes.fr/christophe-bouillon
721976,Millienne,Bruno,H,78,9,MODEM,bruno.millienne@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP Téléphone : 01.40.63.67.53",http://bruno-millienne.fr|https://twitter.com/BrunoMillienne,BrunoMillienne,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721976,https://www.nosdeputes.fr/bruno-millienne
721734,Michel-Kleisbauer,Philippe,H,83,5,MODEM,Philippe.Michel-Kleisbauer@assemblee-nationale.fr,,,"375 Avenue de Lattre de Tassigny 83600 Fréjus|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",http://philippemichelkleisbauer.eu|https://twitter.com/PhilippeMichelK|https://fr-fr.facebook.com/philippemichelkleisbauer/|http://www.philippe-michel.fr,PhilippeMichelK,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721734,https://www.nosdeputes.fr/philippe-michel-kleisbauer
712015,Dive,Julien,H,02,2,LR,julien.dive@assemblee-nationale.fr,julien.dive-permanence@orange.fr,,Permanence parlementaire 19 Rue du Gouvernement 02100 Saint-Quentin|Assemblée nationale 126 Rue de l'Université 75355 Paris 07 SP,https://twitter.com/juliendive|http://juliendive.tv|http://julien-dive.tv,juliendive,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA712015,https://www.nosdeputes.fr/julien-dive
267673,Folliot,Philippe,H,81,1,LREM,philippe.folliot@assemblee-nationale.fr,contact@philippe-folliot.fr,,"8 Place Charles de Gaulle 81330 Saint-Pierre de Trivisy Téléphone : 05 63 71 29 23|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",http://www.philippe-folliot.fr|https://fr-fr.facebook.com/philippe.folliot.14/|https://twitter.com/philippefolliot,philippefolliot,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267673,https://www.nosdeputes.fr/philippe-folliot
722320,Lejeune,Christophe,H,70,2,LREM,christophe.lejeune@assemblee-nationale.fr,,,"Résidence les Fincelles 5 Rue Georges Colomb Appartement 2 70200 Lure|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",http://www.christophe-lejeune-depute.fr,,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA722320,https://www.nosdeputes.fr/christophe-lejeune
340343,Saulignac,Hervé,H,07,1,SOC,herve.saulignac@assemblee-nationale.fr,herve.saulignac2017@gmail.com,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://twitter.com/hsaulignac|http://www.hervesaulignac.fr|https://fr-fr.facebook.com/herve.saulignac/,hsaulignac,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA340343,https://www.nosdeputes.fr/herve-saulignac
1327,Forissier,Nicolas,H,36,2,LR,nicolas.forissier@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP|4 Place de l'Hôtel de Ville 36400 La Châtre Téléphone : 02 54 48 02 47",https://fr-fr.facebook.com/nicolas.forissier/|https://twitter.com/N_Forissier,N_Forissier,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA1327,https://www.nosdeputes.fr/nicolas-forissier
720318,Zannier,Hélène,F,57,7,LREM,helene.zannier@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://twitter.com/HeleneZannier|http://www.heleneenmarche2017.com,HeleneZannier,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720318,https://www.nosdeputes.fr/helene-zannier
719338,Melchior,Graziella,F,29,5,LREM,graziella.melchior@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP|Permanence permanence 54 Quai de Léon 29800 Landerneau Téléphone : 02 29 63 92 41",https://fr-fr.facebook.com/GraziellaMelchior/|https://twitter.com/GrazieMelchior|http://graziellamelchior.fr,GrazieMelchior,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719338,https://www.nosdeputes.fr/graziella-melchior
718768,Valetta Ardisson,Alexandra,F,06,4,LREM,alexandra.ardisson@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://twitter.com/A_Ardisson|http://www.alexandra-valetta-ardisson.fr,A_Ardisson,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA718768,https://www.nosdeputes.fr/alexandra-valetta-ardisson
1029,Deflesselles,Bernard,H,13,9,LR,contact@bernarddeflesselles.com,bernard.deflesselles@assemblee-nationale.fr,,"4 Rue Chaulan, 13400 Aubagne Téléphone : 04 42 82 20 10|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://twitter.com/BDeflesselles|https://fr-fr.facebook.com/bernarddeflesselles/|http://www.bernarddeflesselles.com|http://www.bernardeeflesselles.com,BDeflesselles,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA1029,https://www.nosdeputes.fr/bernard-deflesselles
718954,Ahamada,Saïd,H,13,7,LREM,said.ahamada@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://twitter.com/saidahamada|http://saidahamada.over-blog.com|https://www.fb.com/deputesaidahamada,saidahamada,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA718954,https://www.nosdeputes.fr/said-ahamada
719186,Khattabi,Fadila,F,21,3,LREM,fadila.khattabi@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://twitter.com/KhattabiF|https://fr-fr.facebook.com/fadila.khattabi/,KhattabiF,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719186,https://www.nosdeputes.fr/fadila-khattabi
720002,El Haïry,Sarah,F,44,5,MODEM,cabinet@elhairy.fr,sarah.elhairy@assemblee-nationale.fr,,"318 Route de St Joseph 44300 Nantes Téléphone : 09 62 57 69 09|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://twitter.com/sarahelhairy|http://www.elhairy.fr|https://fr-fr.facebook.com/sarahelhairy/,sarahelhairy,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720002,https://www.nosdeputes.fr/sarah-el-hairy
607553,Potier,Dominique,H,54,5,SOC,dominique.potier@assemblee-nationale.fr,,,"Permanence parlementaire 27 Avenue du Maréchal Foch 54200 Toul|Assemblée nationale 126 Rue de l'Université, 75355 PARIS 07 SP",http://www.dominiquepotier.com|https://fr-fr.facebook.com/potierdominique/|https://twitter.com/potierdominique,potierdominique,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA607553,https://www.nosdeputes.fr/dominique-potier
721506,Kuster,Brigitte,F,75,4,LR,brigitte.kuster@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP Téléphone : 01.40.63.67.87",http://www.brigittekuster.fr|https://fr-fr.facebook.com/brigitte.kuster.9/|https://twitter.com/Brigitte_Kuster,Brigitte_Kuster,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721506,https://www.nosdeputes.fr/brigitte-kuster
643134,Valentin,Isabelle,F,43,1,LR,isabelle.valentin@assemblee-nationale.fr,,,"Rue des Alliés 43200 Yssingeaux Téléphone : 04 71 59 02 64|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://twitter.com/isavalentin43,isavalentin43,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA643134,https://www.nosdeputes.fr/isabelle-valentin
720022,Lauzzana,Michel,H,47,1,LREM,michel.lauzzana@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",http://www.michel-lauzzana.fr|https://twitter.com/lauzzanamichel,lauzzanamichel,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720022,https://www.nosdeputes.fr/michel-lauzzana
719790,Chalumeau,Philippe,H,37,1,LREM,philippe.chalumeau@assemblee-nationale.fr,,,"Permanence parlementaire 2 Jardin de Beaune-Semblançay 37000 Tours Téléphone : 02.47.64.21.22|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP Téléphone : 01 40.63.48.29",http://www.philippechalumeau2017.fr|https://fr-fr.facebook.com/ChalumeauPhilippe/|https://twitter.com/Chalumeau_P|https://www.philippechalumeau.fr|https://www.philippe.chalumeau.fr,Chalumeau_P,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719790,https://www.nosdeputes.fr/philippe-chalumeau
721498,Guerini,Stanislas,H,75,3,LREM,stanislas.guerini@assemblee-nationale.fr,stanislas.guerini@en-marche.fr,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP Téléphone : 01.40.63.94.05|Permanence parlementaire 39 Rue des Épinettes 75017 Paris",https://twitter.com/StanGuerini|http://www.stanislasguerini.fr|https://fr-fr.facebook.com/StanGuerini/|https://www.instagram.com/stanislasguerini,StanGuerini,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721498,https://www.nosdeputes.fr/stanislas-guerini
718736,Peyrol,Bénédicte,F,03,3,LREM,benedicte.peyrol@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://fr-fr.facebook.com/BPeyrolREM0303/|https://twitter.com/B_Peyrol|https://www.benedicte-peyrol.fr|http://benedictepeyrol.en-marche.fr,B_Peyrol,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA718736,https://www.nosdeputes.fr/benedicte-peyrol
267336,Giraud,Joël,H,05,2,LREM,joel.giraud@assemblee-nationale.fr,contact@joelgirauddepute.fr,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP Téléphone : 01.40.63.66.07|10 Avenue de Vallouise 05120 L'Argentière-la-Bessée Téléphone : 04 92 21 33 81",http://joelgirauddepute.fr|http://jgiraud.typepad.fr|https://twitter.com/JoelGiraud05,JoelGiraud05,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267336,https://www.nosdeputes.fr/joel-giraud
267318,Grelier,Jean-Carles,H,72,5,LR,jean-carles.grelier@assemblee-nationale.fr,,,"119 Rue de Malpalu 72000 Le Mans|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://fr-fr.facebook.com/jeancarles.grelier/,,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267318,https://www.nosdeputes.fr/jean-carles-grelier
719472,Cazeneuve,Jean-René,H,32,1,LREM,jean-rene.cazeneuve@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP|Permanence parlementaire 7 Rue d'Etigny 32000 Auch",http://jrcazeneuve.fr|https://fr-fr.facebook.com/jrcazeneuve/|https://twitter.com/jrcazeneuve|http://bit.ly/2pX9o9z,jrcazeneuve,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719472,https://www.nosdeputes.fr/jean-rene-cazeneuve
719676,Ressiguier,Muriel,F,34,2,LFI,muriel.ressiguier@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://fr-fr.facebook.com/Ressiguier2017/|https://twitter.com/mressiguier|http://murielressiguier.fr|https://www.youtube.com/channel/UCiVFJiVl-GBPfmahaPZ4Hew,mressiguier,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719676,https://www.nosdeputes.fr/muriel-ressiguier
1838,Lassalle,Jean,H,64,4,LT,jean.lassalle@assemblee-nationale.fr,,,"Permanence, 2 Rue Saint-Grat, 64400 Oloron-Sainte-Marie Téléphone : 05 59 39 67 83|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://resistons-france.fr|https://twitter.com/jeanlassalle|https://www.instagram.com/jeanlassalleoff,jeanlassalle,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA1838,https://www.nosdeputes.fr/jean-lassalle
721726,Mauborgne,Sereine,F,83,4,LREM,sereine.mauborgne@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://twitter.com/sereineenmarche|https://fr-fr.facebook.com/SereineMauborgneREM/,sereineenmarche,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721726,https://www.nosdeputes.fr/sereine-mauborgne
720362,Belhaddad,Belkhir,H,57,1,LREM,belkhir.belhaddad@en-marche.fr,belkhir.belhaddad@assemblee-nationale.fr,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP|8 Place Saint Martin 57000 METZ",http://www.belkhirbelhaddad.fr|https://twitter.com/b_belhaddad|https://www.facebook.com/belhaddad2017|https://www.facebook.com/belhaddadbelkhir,b_belhaddad,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720362,https://www.nosdeputes.fr/belkhir-belhaddad
721036,Adam,Lénaïck,H,973,2,LREM,lenaick.adam@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://fr-fr.facebook.com/lenaick.adam/|https://twitter.com/LenaickADAM,LenaickADAM,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721036,https://www.nosdeputes.fr/lenaick-adam
718802,Perea,Alain,H,11,2,LREM,alain.perea@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://twitter.com/pereaalain|http://www.alainperea.fr|https://fr-fr.facebook.com/pereaalain/,pereaalain,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA718802,https://www.nosdeputes.fr/alain-perea
721514,Kerbarh,Stéphanie,F,76,9,LREM,stephanie.kerbarh@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP|14 Grand Quai 76400 Fécamp",http://deputee-stephanie-kerbarh.fr|https://fr-fr.facebook.com/SKerbarh/|https://twitter.com/SKerbarh|http://www.kerbarh.fr,SKerbarh,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721514,https://www.nosdeputes.fr/stephanie-kerbarh
856,Cherpion,Gérard,H,88,2,LR,cherpion.depute@wanadoo.fr,gerard.cherpion@assemblee-nationale.fr,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP|Permanence, 47 Rue de la Bolle, 88100 Saint-Dié-des-Vosges Téléphone : 03 29 55 03 98",http://www.gerard-cherpion.fr|https://twitter.com/GerardCherpion,GerardCherpion,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA856,https://www.nosdeputes.fr/gerard-cherpion
2796,Teissier,Guy,H,13,6,LR,guy.teissier@assemblee-nationale.fr,gteissier@mairie-marseille.fr,,"Mairie 9ème et 10ème arrondissements 150 Boulevard Paul Claudel 13009 Marseille|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP Téléphone : 01.40.63.91.09",http://www.guyteissier.com|https://twitter.com/guyteissier,guyteissier,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA2796,https://www.nosdeputes.fr/guy-teissier
721946,Marilossian,Jacques,H,92,7,LREM,jacques.marilossian@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP Téléphone : 01.40.63.48.07",http://www.jmarilossian.fr|https://twitter.com/JMarilossian|https://www.facebook.com/jmarilossian|https://www.facebook.com/marilossian2017,JMarilossian,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721946,https://www.nosdeputes.fr/jacques-marilossian
334116,Maquet,Jacqueline,F,62,2,LREM,j-maquet@orange.fr,jacqueline.maquet@assemblee-nationale.fr,,"Permanence 10 Place Courbet 62000 Arras Téléphone : 03 21 24 66 49|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://twitter.com/JMaquetDeputee|http://jacqueline-maquet.fr|https://fr-fr.facebook.com/jacqueline.maquet.5/|http://jacquelinemaquet2017.fr,JMaquetDeputee,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA334116,https://www.nosdeputes.fr/jacqueline-maquet
643103,Ferrara,Jean-Jacques,H,2A,1,LR,jean-jacques.ferrara@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP Téléphone : 01.40.63.33.58",https://twitter.com/jjferrarafb|http://www.jeanjacquesferrara.com,jjferrarafb,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA643103,https://www.nosdeputes.fr/jean-jacques-ferrara
719528,Portarrieu,Jean-François,H,31,5,LREM,contact@portarrieu.fr,jean-francois.portarrieu@assemblee-nationale.fr,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP|Permanence parlementaire 2 Bis Rue des Marronniers 31140 Fonbeauzard",http://portarrieu.fr|https://twitter.com/jfportarrieu,jfportarrieu,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719528,https://www.nosdeputes.fr/jean-francois-portarrieu
721678,Reda,Robin,H,91,7,LR,robin.reda@assemblee-nationale.fr,robinreda91@gmail.com,,"Permanence parlementaire de Robin Reda 21 A Grande Rue 91260 Juvisy-sur-Orge Téléphone : 01 69 83 94 20|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://fr-fr.facebook.com/RobinReda/|https://twitter.com/robinreda|http://www.juvisy.fr|http://www.robinreda.fr,robinreda,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721678,https://www.nosdeputes.fr/robin-reda
718728,Vanceunebrock,Laurence,F,03,2,LREM,laurence.vanceunebrock-mialon@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://fr-fr.facebook.com/LaurenceVanceunebrockMialon/|https://twitter.com/LaurenceVanceu,LaurenceVanceu,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA718728,https://www.nosdeputes.fr/laurence-vanceunebrock
721852,Lebec,Marie,F,78,4,LREM,marie.lebec@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP Téléphone : 01.40.63.95.05|Permanence parlementaire 9 Allée des Sablières 78290 Croissy-sur-Seine",https://twitter.com/marielebec78|https://fr-fr.facebook.com/marielebec2017/|http://marielebec.en-marche.fr,marielebec78,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721852,https://www.nosdeputes.fr/marie-lebec
720500,Petit,Valérie,F,59,9,LREM,valerie.petit@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://twitter.com/ValeriePetit_EM,ValeriePetit_EM,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720500,https://www.nosdeputes.fr/valerie-petit
720664,Evrard,José,H,62,3,NI,remy.evrard@wanadoo.fr,jose.evrard@assemblee-nationale.fr,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",,,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720664,https://www.nosdeputes.fr/jose-evrard
720286,Fiat,Caroline,F,54,6,LFI,caroline.fiat@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://fr-fr.facebook.com/kro.epousefiat/|https://twitter.com/CarolineFiat54,CarolineFiat54,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720286,https://www.nosdeputes.fr/caroline-fiat
718694,Delatte,Marc,H,02,4,LREM,marc.delatte@assemblee-nationale.fr,,,"10 Rue Saint-Christophe 02200 Soissons|6 Rue du Général Leclerc 02300 Chauny|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://fr-fr.facebook.com/marc.delatte.aisne/|https://twitter.com/MarcDelatte,MarcDelatte,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA718694,https://www.nosdeputes.fr/marc-delatte
340853,Leclerc,Sébastien,H,14,3,LR,sebastien.leclerc@assemblee-nationale.fr,seb.leclerc@live.fr,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://fr-fr.facebook.com/Sébastien-Leclerc-1021709477878241/|http://www.Sebastienleclerc2017.fr|https://twitter.com/SebLeclerc14,SebLeclerc14,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA340853,https://www.nosdeputes.fr/sebastien-leclerc
720268,Damaisin,Olivier,H,47,3,LREM,olivier.damaisin@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP|Permanence Parlementaire 7 Rue de l’Ancien Hôtel de Ville 47300 Villeneuve-sur-Lot Téléphone : 0553721917",http://www.olivier-damaisin.fr|https://twitter.com/olivierdam1|https://fr-fr.facebook.com/olivier.damaisin/|http://www.olivier-damasin.fr|https://fr-fr.facebook.com/olivierdamaisin2017,olivierdam1,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720268,https://www.nosdeputes.fr/olivier-damaisin
721568,Person,Pierre,H,75,6,LREM,pierre.person@assemblee-nationale.fr,pierre.person@en-marche.fr,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://twitter.com/pierr_person|http://en-marche.fr|https://www.facebook.com/PierrePersonDepute,pierr_person,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721568,https://www.nosdeputes.fr/pierre-person
721608,Bourlanges,Jean-Louis,H,92,12,MODEM,jean-louis.bourlanges@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",,,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721608,https://www.nosdeputes.fr/jean-louis-bourlanges
267289,Door,Jean-Pierre,H,45,4,LR,jean-pierre.door@assemblee-nationale.fr,doorjp@wanadoo.fr,doorjp2@wanadoo.fr,"Permanence parlementaire 23 Place de la République, 45200 Montargis Téléphone : 02 38 85 17 59|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://twitter.com/doorjean|http://jeanpierredoor.over-blog.com,doorjean,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267289,https://www.nosdeputes.fr/jean-pierre-door
332228,Benoit,Thierry,H,35,6,UAI,thierry.benoit@assemblee-nationale.fr,contact@thierry-benoit.fr,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP Téléphone : 01.40.63.53.51|1 Bis Boulevard Leclerc 35300 Fougères Téléphone : 02 99 17 11 71",http://www.thierry-benoit.fr|https://twitter.com/ThierryBenoit35|https://fr-fr.facebook.com/Thierry.Benoit.148/,ThierryBenoit35,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA332228,https://www.nosdeputes.fr/thierry-benoit
334149,Fasquelle,Daniel,H,62,4,LR,daniel.fasquelle@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP|441 Bis Rue de l'Impératrice 62600 Berck sur Mer Téléphone : 03 21 89 68 03",https://fr-fr.facebook.com/danielfasquelle/|http://www.danielfasquelle.fr|https://twitter.com/DFasquelle|http://www.danielfasquelle.blogspot.com,DFasquelle,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA334149,https://www.nosdeputes.fr/daniel-fasquelle
722102,Vidal,Annie,F,76,2,LREM,annie.vidal@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP Téléphone : 01.40.63.73.46|46 Route de Paris 76240 Le Mesnil Esnard",https://fr-fr.facebook.com/AnnieVidal76/|https://twitter.com/Vidal7602|http://www.annievidal.fr,Vidal7602,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA722102,https://www.nosdeputes.fr/annie-vidal
720916,Lazaar,Fiona,F,95,5,LREM,fiona.lazaar@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://fr-fr.facebook.com/fionalazaar/|https://twitter.com/fionalazaar|http://fionalazaar.fr,fionalazaar,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720916,https://www.nosdeputes.fr/fiona-lazaar
718756,Bono-Vandorme,Aude,F,02,1,LREM,aude.bono-vandorme@assemblee-nationale.fr,,,"191 Boulevard Pierre Brossolette 02000 Laon|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://fr-fr.facebook.com/ABonoVandorme/|http://aude-bono-vandorme.fr|https://twitter.com/AudeBono|https://m.facebook.com/AudeBono2017,AudeBono,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA718756,https://www.nosdeputes.fr/aude-bono-vandorme
720446,Liso,Brigitte,F,59,4,LREM,brigitte.liso@assemblee-nationale.fr,enmarche@brigitteliso.fr,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP Téléphone : 01.40.63.93.02 Téléphone : 01.40.63.63.16",https://fr-fr.facebook.com/brigitteliso/|https://twitter.com/brigitte_liso|https://www.brigitteliso.fr,brigitte_liso,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720446,https://www.nosdeputes.fr/brigitte-liso
720468,Chenu,Sébastien,H,59,19,NI,sebastien.chenu@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP Téléphone : 01.40.63.01.03|139 Rue de Villars 59220 Denain Téléphone : 03 27 21 87 88",https://twitter.com/sebchenu|https://fr-fr.facebook.com/chenu.sebastien/|http://facebook.com/sebchenu|https://fnlegislatives.fr/candidats/sebastien-chenu,sebchenu,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720468,https://www.nosdeputes.fr/sebastien-chenu
720568,Thill,Agnès,F,60,2,NI,agnes.thill@assemblee-nationale.fr,permanence@agnesthill.fr,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP Téléphone : 01.40.63.75.50|Permanence parlementaire 13 Rue Gambetta 60000 Beauvais",https://fr-fr.facebook.com/agnesthilldeputee/|http://www.agnesthill.fr|https://twitter.com/ThillAgnes,ThillAgnes,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720568,https://www.nosdeputes.fr/agnes-thill
